Storability;Retains 60% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.91 mL/100g
Myrcene Oil Composition;52%
Humulene Oil Composition;3%
Caryophyllene Oil;9%
Farnesene Oil;3.9%
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Mellow aroma of citrus and pine. Heady floral and herbal notes.
Purpose;Aroma
Alpha Acid Composition;7.3%-8%
Beta Acid Composition;4.60%
Co-Humulone Composition;
Country;US
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;
Growth Rate;
Resistant to;
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;
Myrcene Oil Composition;
Humulene Oil Composition;
Caryophyllene Oil;
Farnesene Oil;
Substitutes;
Style Guide;American Ale, California Common, Stout, India Pale Ale




"		"Also Known As;
Characteristics;Pleasing European aroma
Purpose;Aroma
Alpha Acid Composition;5.1%
Beta Acid Composition;2.3%
Co-Humulone Composition;32%
Country; UK
Cone Size;
Cone Density;
Seasonal Maturity;Very early
Yield Amount;1120 kg/hectare (< 1000 lbs/acre)
Growth Rate;Low
Resistant to;Resistant to downy mildew
Susceptible to;
Storability;Retains 68% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.58 mL/100g
Myrcene Oil Composition;40%
Humulene Oil Composition;34%
Caryophyllene Oil;10.9%
Farnesene Oil;None
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Tropical fruit, grapefruit, blackcurrant, hints of lychee
Purpose;Aroma
Alpha Acid Composition;7%-9%
Beta Acid Composition;4%-6%
Co-Humulone Composition;23%-28%
Country;UK
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;
Growth Rate;
Resistant to;Verticillium Wilt
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;0.6-1.2 mL/100g
Myrcene Oil Composition;45%-50%
Humulene Oil Composition;2%
Caryophyllene Oil;
Farnesene Oil;0.1-0.2%
Substitutes;
Style Guide;Pale Ale, IPA




"		"Also Known As;OJ47
Characteristics;Lemon and grapefruit notes
Purpose;Aroma
Alpha Acid Composition;8.6%
Beta Acid Composition;3.3%
Co-Humulone Composition;33%
Country;UK
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;710 kg/hectare (630 lbs/acre)
Growth Rate;Moderate to high
Resistant to;
Susceptible to;Moderately suceptible to downy mildew
Storability;Retains 72% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;1.39 mL/100g
Myrcene Oil Composition;45%
Humulene Oil Composition;22%
Caryophyllene Oil;7%
Farnesene Oil;Trace Amounts
Substitutes;Keyworth’s Midseason
Style Guide;American Ales




"		"Also Known As;
Characteristics;
Purpose;Aroma
Alpha Acid Composition;7.5%
Beta Acid Composition;3.1%
Co-Humulone Composition;46%
Country;UK
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;1680-2460 kg/hectare (1500-2200 lbs/acre)
Growth Rate;High to very high
Resistant to;Moderately resistant to downy mildew
Susceptible to;
Storability;Retains 45% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.89 mL/100g
Myrcene Oil Composition;56%
Humulene Oil Composition;13%
Caryophyllene Oil;10%
Farnesene Oil;Trace Amounts
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Intense tropical fuit and pine needle aroma
Purpose;Aroma
Alpha Acid Composition;6.80%
Beta Acid Composition;4%-6%
Co-Humulone Composition;21%
Country;New Zealand
Cone Size;
Cone Density;Loose
Seasonal Maturity;Early to mid
Yield Amount;
Growth Rate;
Resistant to;
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;0.12-1.0 mL/100g
Myrcene Oil Composition;35.5%
Humulene Oil Composition;36.5%
Caryophyllene Oil;11.5%
Farnesene Oil;0.3%
Substitutes;
Style Guide;Ale, Pale Ale, India Pale Ale




"		"Also Known As;
Characteristics;Pleasing European aroma
Purpose;Aroma
Alpha Acid Composition;3.2%-4.1%
Beta Acid Composition;2.5%-3.5%
Co-Humulone Composition;21%-25%
Country;Germany
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;1120 kg/hectare (< 1000 lbs/acre)
Growth Rate;Moderate
Resistant to;Moderately resistant to downy mildew
Susceptible to;Susceptible to Yellow Fleck, Hop Mosaic virus and Hop Latent virus
Storability;Retains 66% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.37 mL/100g
Myrcene Oil Composition;37%
Humulene Oil Composition;22%
Caryophyllene Oil;6.3%
Farnesene Oil;13.3%
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Noble hop characteristics
Purpose;Aroma
Alpha Acid Composition;3%-6%
Beta Acid Composition;3.5%
Co-Humulone Composition;24%-28%
Country;US
Cone Size;Medium
Cone Density;Compact
Seasonal Maturity;Early
Yield Amount;1200-2000 kg/hectare (1070-1780 lbs/acre)
Growth Rate;Very high
Resistant to;Moderately resistant to downy mildew
Susceptible to;
Storability;Retains 35%-55% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Moderate to easy
Total Oil Composition;1.3 mL/100g
Myrcene Oil Composition;46%
Humulene Oil Composition;31%
Caryophyllene Oil;9%-12%
Farnesene Oil;1%
Substitutes;
Style Guide;Bock, Lager, Pale Ale




"		"Also Known As;Lublin, Lubelski
Characteristics;Noble-like character
Purpose;Aroma
Alpha Acid Composition;3%-5%
Beta Acid Composition;2.5%-4%
Co-Humulone Composition;25%-28%
Country;Czechoslovakia
Cone Size;Medium
Cone Density;Loose
Seasonal Maturity;Early
Yield Amount;900-1250 kg/hectare (800-1120 lbs/acre)
Growth Rate;Moderate
Resistant to;
Susceptible to;
Storability;Retains 70%-75% alpha acid after 6 months storage at 20ºC (68ºF)
East of Harvest;Difficult
Total Oil Composition;0.5-1.2 mL/100g
Myrcene Oil Composition;22%-35%
Humulene Oil Composition;30%-40%
Caryophyllene Oil;6%-11%
Farnesene Oil;10%-14%
Substitutes;
Style Guide;Pilsner, Lager




"		"Also Known As;Lubelski-Pulawy, Polish Lublin
Characteristics;Pleasant European characteristics
Purpose;Aroma
Alpha Acid Composition;5%-7%
Beta Acid Composition;3%-5%
Co-Humulone Composition;23%-25%
Country;Poland
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;340 kg/hectare (310 lbs/acre)
Growth Rate;
Resistant to;
Susceptible to;
Storability;Retains 55% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.88 mL/100g
Myrcene Oil Composition;52%
Humulene Oil Composition;14%
Caryophyllene Oil;4%-6%
Farnesene Oil;12%
Substitutes;
Style Guide;




"		"Also Known As;Saazer, Bohemian Early Red
Characteristics;Mild bitterness, noble aroma
Purpose;Aroma
Alpha Acid Composition;4%
Beta Acid Composition;3.3%
Co-Humulone Composition;21%
Country;Czechia
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;340 kg/hectare (300 lbs/acre)
Growth Rate;Low
Resistant to;
Susceptible to;Moderately susceptible to downy mildew
Storability;
Ease of Harvest;
Total Oil Composition;
Myrcene Oil Composition;
Humulene Oil Composition;
Caryophyllene Oil;
Farnesene Oil;
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Tangerine, Citrus
Purpose;Aroma
Alpha Acid Composition;8.5%-10.5%
Beta Acid Composition;5%-6.5%
Co-Humulone Composition;33%
Country;Germany
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;
Growth Rate;
Resistant to;
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;2.0 mL/100g
Myrcene Oil Composition;70%
Humulene Oil Composition;5%
Caryophyllene Oil;2%
Farnesene Oil;1%
Substitutes;
Style Guide;Belgian Ale, French Ale




"		"Also Known As;Mathon-White, Mathon Whitebine
Characteristics;Goldings-style aroma
Purpose;Aroma
Alpha Acid Composition;4.4%-6.7%
Beta Acid Composition;1.9%-2.8%
Co-Humulone Composition;26%-32%
Country;UK
Cone Size;Medium
Cone Density;Compact
Seasonal Maturity;Mid to late
Yield Amount;
Growth Rate;
Resistant to;
Susceptible to;Susceptible to downy and powdery mildew
Storability;
Ease of Harvest;Moderate
Total Oil Composition;0.8-1.0 mL/100g
Myrcene Oil Composition;
Humulene Oil Composition;
Caryophyllene Oil;
Farnesene Oil;
Substitutes;
Style Guide;Extra Special Bitter, Bitter, Pale Ale




"		"Also Known As;B Saaz, Belgian Saaz
Characteristics;Tropical fruit and citrus
Purpose;Bittering & Aroma
Alpha Acid Composition;6.5%-8.5%
Beta Acid Composition;5%-5.5%
Co-Humulone Composition;29%
Country;New Zealand
Cone Size;Small to medium
Cone Density;Loose
Seasonal Maturity;Early
Yield Amount;1200-1500 kg/hectare (1071-1338 lbs/acre)
Growth Rate;Very high
Resistant to;
Susceptible to;
Storability;Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Moderate to difficult
Total Oil Composition;0.8 mL/100g
Myrcene Oil Composition;47.7%
Humulene Oil Composition;3.6%
Caryophyllene Oil;2%
Farnesene Oil;12.2%
Substitutes;
Style Guide;European Ale, English Ale, Dark Lager, Pilsner, Belgian Ales, Lager, Maibock, Ales




"		"Also Known As;Mt. Hood, Mt Hood
Characteristics;Noble hop aroma
Purpose;Aroma
Alpha Acid Composition;4%-8%
Beta Acid Composition;5%-8%
Co-Humulone Composition;21%-23%
Country;US
Cone Size;Medium
Cone Density;Moderate to compact
Seasonal Maturity;Early to mid
Yield Amount;1450-1960 kg/hectare (1290-1750 lbs/acre)
Growth Rate;Moderate to high
Resistant to;
Susceptible to;
Storability;Retains 50%-60% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Difficult
Total Oil Composition;1-1.7 mL/100g
Myrcene Oil Composition;30%-40%
Humulene Oil Composition;12%-38%
Caryophyllene Oil;7%-16%
Farnesene Oil;0%-1%
Substitutes;
Style Guide;Hefeweizen, Doppelbock, Russian Imperial Stout, Brown Ale, Golden Ale, Pale Ale, Amber Ale, Weizenbock, India Pale Ale, Holiday Lager, Bock, American Wheat, Alt Munich Helles, American Lager




"		"Also Known As;Mt. Rainier
Characteristics;-like aroma, notes of citrus and licorice
Purpose;Bittering & Aroma
Alpha Acid Composition;5%-8.1%
Beta Acid Composition;5%-7%
Co-Humulone Composition;21%-24%
Country;
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;
Growth Rate;
Resistant to;Resistant to downy and powdery mildew
Susceptible to;
Storability;
Ease of Harvest;
Total Oil;
Myrcene Oil;
Humulene Oil;
Caryophyllene Oil;
Farnesene Oil;
Substitutes;
Style Guide;Lager, American Ale, Porter




"		"Also Known As;Nadwislanski
Characteristics;Noble aroma characteristics
Purpose;Aroma
Alpha Acid Composition;3%-5%
Beta Acid Composition;2.5%-5%
Co-Humulone Composition;23%
Country;Poland
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;220-450 kg/hectare (200-400 lbs/acre)
Growth Rate;Low
Resistant to;Moderately resistant to downy mildew
Susceptible to;
Storability;Retains 58% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.5 mL/100g
Myrcene Oil Composition;32%
Humulene Oil Composition;27%
Caryophyllene Oil;8.2%
Farnesene Oil;13.5%
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Pleasing continental aroma
Purpose;Aroma
Alpha Acid Composition;7.5%
Beta Acid Composition;3.4%
Co-Humulone Composition;29%
Country;Uncertain (Belgium or Denmark)
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;340-1230 kg/hectare (300-1100 lbs/acre)
Growth Rate;Low to moderate
Resistant to;Moderately resistant to tolerant to downy mildew
Susceptible to;
Storability;Retains 79% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.94 mL/100g
Myrcene Oil Composition;47%
Humulene Oil Composition;27%
Caryophyllene Oil;11%
Farnesene Oil;1.7%
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Notes of spice and citrus
Purpose;Bittering & Aroma
Alpha Acid Composition;10.6%-13.8%
Beta Acid Composition;3.8%-6.1%
Co-Humulone Composition;31%
Country;US
Cone Size;
Cone Density;
Seasonal Maturity;Mid to late
Yield Amount;1790-2460 kg/hectare (1600-2200 lbs/acre)
Growth Rate;Very high
Resistant to;Moderately resistant to downy mildew and resistant to verticillium wilt
Susceptible to;Carries the Hop Mosaic and American Hop Latent Virus
Storability;Retains 60% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.86-2.55 mL/100g
Myrcene Oil Composition;40.8%
Humulene Oil Composition;12.2%
Caryophyllene Oil;12%
Farnesene Oil;0.9%
Substitutes;
Style Guide;American Lager, American Ale, Pale Ale




"		"Also Known As;
Characteristics;Pleasant European aroma
Purpose;Aroma
Alpha Acid Composition;9%-10%
Beta Acid Composition;3%-4%
Co-Humulone Composition;29%
Country;UK
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;1040 kg/hectare (925 lbs/acre)
Growth Rate;Moderate to high
Resistant to;Moderately resistant to downy mildew
Susceptible to;
Storability;Retains 78% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;1.72 mL/100g
Myrcene Oil Composition;53%
Humulene Oil Composition;17%
Caryophyllene Oil;5%
Farnesene Oil;Trace Amounts
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;Flavors of lemon citrus and cracked pepper
Purpose;Aroma
Alpha Acid Composition;12%-14%
Beta Acid Composition;7%-8%
Co-Humulone Composition;24%
Country;New Zealand
Cone Size;
Cone Density;Compact
Seasonal Maturity;Mid to late
Yield Amount;
Growth Rate;High
Resistant to;
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;1.4 mL/100g
Myrcene Oil Composition;33.3%
Humulene Oil Composition;32.9%
Caryophyllene Oil;10.2%
Farnesene Oil;0.3%
Substitutes;
Style Guide;Pale Ale, India Pale Ale




"		"Also Known As;Pacific Hallertau
Characteristics;Citrusy, spicy, orange and floral aromas
Purpose;Aroma
Alpha Acid Composition;5%-6%
Beta Acid Composition;6%
Co-Humulone Composition;25%
Country;New Zealand
Cone Size;Medium
Cone Density;Loose
Seasonal Maturity;Early
Yield Amount;1700-1750 kg/hectare (1520-1560 lbs/acre)
Growth Rate;Moderate
Resistant to;
Susceptible to;
Storability;Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Difficult
Total Oil Composition;1.0 mL/100g
Myrcene Oil Composition;12.5%
Humulene Oil Composition;50.9%
Caryophyllene Oil;16.7%
Farnesene Oil;0.2%
Substitutes;Liberty
Style Guide;Porter




"		"Also Known As;
Characteristics;Flavors of nectar fruits and citrus, aromas that are floral, herbaceous and grassy
Purpose;Aroma
Alpha Acid Composition;5.5%-9.5%
Beta Acid Composition;6%-8%
Co-Humulone Composition;24%-29%
Country;US
Cone Size;Medium
Cone Density;Moderate
Seasonal Maturity;Mid
Yield Amount;2400-3400 kg/hectare (2141-3033 lbs/acre)
Growth Rate;Moderate to high
Resistant to;Resistant to powdery mildew, downy mildew and podoshaera
Susceptible to;
Storability;Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Difficult
Total Oil Composition;1.4-1.6 mL/100g
Myrcene Oil Composition;9%-10%
Humulene Oil Composition;19%-22%
Caryophyllene Oil;16%-18%
Farnesene Oil;0%-1%
Substitutes;
Style Guide;Golden Ale, Pale Ale, English Ales, American Pale Ale




"		"Also Known As;
Characteristics;
Purpose;Aroma
Alpha Acid Composition;6.9%
Beta Acid Composition;2%
Co-Humulone Composition;28%
Country;UK
Cone Size;
Cone Density;
Seasonal Maturity;Late
Yield Amount;1345 kg/hectare (1200 lbs/acre)
Growth Rate;
Resistant to;Moderately resistant to downy mildew and resistant to verticillium wilt
Susceptible to;Susceptible to hop mosaic virus
Storability;Retains 57% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;1.15 mL/100g
Myrcene Oil Composition;57%
Humulene Oil Composition;16%
Caryophyllene Oil;9%
Farnesene Oil;Trace Amounts
Substitutes;
Style Guide;




"		"Also Known As;
Characteristics;
Purpose;Aroma
Alpha Acid Composition;6%
Beta Acid Composition;3.2%
Co-Humulone Composition;55%
Country;US
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;680 kg/hectare (600 lbs/acre)
Growth Rate;Moderate
Resistant to;Resistant to downy mildew
Susceptible to;
Storability;Retains 70% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.63 mL/100g
Myrcene Oil Composition;65%-70%
Humulene Oil Composition;< 5%
Caryophyllene Oil;
Farnesene Oil;
Substitutes;
Style Guide;




"		"Also Known As;Precoce de Burgnogne, Precoce d’Bourgogne
Characteristics;
Purpose;Aroma
Alpha Acid Composition;3.4%
Beta Acid Composition;3.1%
Co-Humulone Composition;23%
Country;France
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;1345-1680 kg/hectare (1200-1500 lbs/acre)
Growth Rate;Low to moderate
Resistant to;
Susceptible to;
Storability;Retains 61% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.34 mL/100g
Myrcene Oil Composition;45%
Humulene Oil Composition;20%
Caryophyllene Oil;5.9%
Farnesene Oil;10.6%
Substitutes;
Style Guide;




"		"Also Known As;Czech Premiant
Characteristics;Neutral bittering, slightly spicy
Purpose;Aroma
Alpha Acid Composition;8%-12.5%
Beta Acid Composition;4.5%-8%
Co-Humulone Composition;22%-23%
Country;Czechia
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;2000-2300 kg/hectare (1784-2052 lbs/acre)
Growth Rate;
Resistant to;Tolerant to downy and powdery mildew
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;1.1-1.8 mL/100g
Myrcene Oil Composition;35%-50%
Humulene Oil Composition;25%-35%
Caryophyllene Oil;7%-13%
Farnesene Oil;1%-1.5%
Substitutes;
Style Guide;Pilsner, Ale, Pale Ale, Belgian Ales, Belgian Pilsners




"		"Also Known As;
Characteristics;Sweet flavor, -like aromas of grass, mint and earth. Subtle bitterness.
Purpose;Aroma
Alpha Acid Composition;6%-7.5%
Beta Acid Composition;2%-3.3%
Co-Humulone Composition;25%-34%
Country;UK
Cone Size;
Cone Density;
Seasonal Maturity;Very early
Yield Amount;900-1120 kg/hectare (800-1000 lbs/acre)
Growth Rate;Low
Resistant to;Tolerant to downy mildew and verticillium wilt
Susceptible to;
Storability;Retains 74% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Moderate to Easy
Total Oil Composition;0.5-1.2 mL/100g
Myrcene Oil Composition;24%-33.5%
Humulene Oil Composition;36%-47%
Caryophyllene Oil;10.6%-14%
Farnesene Oil;1%
Substitutes;
Style Guide;English Bitters, Pale Ale, Porter, Stout, Czech Pilsner, Bock, Cask Ale, Wheat




"		"Also Known As;
Characteristics;Pleasant European aroma, mildly fruity
Purpose;Aroma
Alpha Acid Composition;7%-12%
Beta Acid Composition;4%-8%
Co-Humulone Composition;27%
Country;Belgium
Cone Size;Small
Cone Density;Compact
Seasonal Maturity;Early
Yield Amount;1345 kg/hectare (1200 lbs/acre)
Growth Rate;Moderate to high
Resistant to;Moderately resistant to downy mildew
Susceptible to;Infected with Prunus Necrotic Ringspot, Hop Mosaic and Hop Latent virus
Storability;Retains 58% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;1.82 mL/100g
Myrcene Oil Composition;< 50%
Humulene Oil Composition;24%-28%
Caryophyllene Oil;8.2%
Farnesene Oil;0.16%
Substitutes;
Style Guide; Ale, Lager, Pilsner, Wheat, Belgian Ale




"		"Also Known As;
Characteristics;Spicy, woody aroma and flavor with an undernote of citrus
Purpose;Aroma
Alpha Acid Composition;
Beta Acid Composition;
Co-Humulone Composition;
Country;Australia
Cone Size;
Cone Density;
Seasonal Maturity;
Yield Amount;
Growth Rate;
Resistant to;
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;
Myrcene Oil Composition;
Humulene Oil Composition;
Caryophyllene Oil;
Farnesene Oil;
Substitutes;
Style Guide;California Common, American Pale Ale




"		"Also Known As;D Saaz
Characteristics;Notes of grapefruit and kumquat
Purpose;Aroma
Alpha Acid Composition;4.5%-6.5%
Beta Acid Composition;4%-5%
Co-Humulone Composition;29%-36%
Country;New Zealand
Cone Size;
Cone Density;Loose
Seasonal Maturity;Early
Yield Amount;
Growth Rate;
Resistant to;
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;0.8 mL/100g
Myrcene Oil Composition;68%
Humulene Oil Composition;9%
Caryophyllene Oil;4%
Farnesene Oil;1%
Substitutes;
Style Guide;India Pale Ale, Pilsner, American Pale Ale




"		"Also Known As;US Saaz, American Saaz
Characteristics;Mild, earthy, spicy, herbal
Purpose;Aroma
Alpha Acid Composition;3%-4.5%
Beta Acid Composition;3%-4.5%
Co-Humulone Composition;24%-28%
Country;US
Cone Size;Small to medium
Cone Density;Loose to Moderate
Seasonal Maturity;Early
Yield Amount;600-1000 kg/hectare (540-890 lbs/acre)
Growth Rate;Low
Resistant to;
Susceptible to;
Storability;Retains 45%-55% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Moderate
Total Oil Composition;0.5-1 mL/100g
Myrcene Oil Composition;25%-37%
Humulene Oil Composition;23%-40%
Caryophyllene Oil;7%-11%
Farnesene Oil;9%-13%
Substitutes;
Style Guide;Lager, Pilsner




"		"Also Known As;US Saaz, American Saaz
Characteristics;Mild, earthy, spicy, herbal
Purpose;Aroma
Alpha Acid Composition;3%-4.5%
Beta Acid Composition;3%-4.5%
Co-Humulone Composition;24%-28%
Country;US
Cone Size;Small to medium
Cone Density;Loose to Moderate
Seasonal Maturity;Early
Yield Amount;600-1000 kg/hectare (540-890 lbs/acre)
Growth Rate;Low
Resistant to;
Susceptible to;
Storability;Retains 45%-55% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Moderate
Total Oil Composition;0.5-1 mL/100g
Myrcene Oil Composition;25%-37%
Humulene Oil Composition;23%-40%
Caryophyllene Oil;7%-11%
Farnesene Oil;9%-13%
Substitutes;
Style Guide;Lager, Pilsner




"		"Also Known As;
Characteristics;Soft, herbal, floral, fruity aromas with hints of pepper and spice
Purpose;Aroma
Alpha Acid Composition;5%-8%
Beta Acid Composition;5.3%-8.5%
Co-Humulone Composition;18%-24%
Country;US
Cone Size;Small to medium
Cone Density;Loose
Seasonal Maturity;Mid
Yield Amount;1430-1780 kg/hectare (1280-1580 lbs/acre)
Growth Rate;Moderate to high
Resistant to;Resistant to downy mildew
Susceptible to;Susceptible to powdery mildew
Storability;Retains 40%-50% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;Difficult
Total Oil Composition;1.3-1.7 mL/100g
Myrcene Oil Composition;25%-36%
Humulene Oil Composition;23%-26%
Caryophyllene Oil;4.8%-8.8%
Farnesene Oil;13%-16%
Substitutes;
Style Guide;American Blonde Ale, American Lager, India Pale Ale, American Pale Ale, Wheat, Bock




"		"Also Known As;Sapphire
Characteristics;Sweet citrus aromas with hints of tangerine
Purpose;Aroma
Alpha Acid Composition;2%-4.5%
Beta Acid Composition;4%-7%
Co-Humulone Composition;12%-17%
Country;Germany
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;1600-1900 kg/hectare (1427-1695 lbs/acre)
Growth Rate;
Resistant to;
Susceptible to;
Storability;
Ease of Harvest;
Total Oil Composition;0.8-1.4 mL/100g
Myrcene Oil Composition;25%-40%
Humulene Oil Composition;20%-30%
Caryophyllene Oil;9%-14%
Farnesene Oil;< 1%
Substitutes;
Style Guide;Pilsner, Lager




"		"Also Known As;Wye Saxon
Characteristics;Pleasant aroma
Purpose;Aroma
Alpha Acid Composition;8%-10%
Beta Acid Composition;4%-5%
Co-Humulone Composition;20%
Country;UK
Cone Size;
Cone Density;
Seasonal Maturity;Early
Yield Amount;500 kg/hectare (450 lbs/acre)
Growth Rate;Low to moderate
Resistant to;Resistant to verticillium wilt
Susceptible to;
Storability;Retains 75% alpha acid after 6 months storage at 20ºC (68ºF)
Ease of Harvest;
Total Oil Composition;0.95 mL/100g
Myrcene Oil Composition;54%
Humulene Oil Composition;11.8%
Caryophyllene Oil;5.6%
Farnesene Oil;6.7%
Substitutes;
Style Guide;




"		"Also Known As;Silver Hop, Silver
Characteristics; Continental aroma and taste with hints of black tea, herbs and tobacco
